TimestepsSoFar,EpisodesSoFar,loss_ent,TimeElapsed,loss_pol_surr,EpThisIter,EpLenMean,loss_kl,EpRewMean,loss_vf_loss,ev_tdlam_before,loss_pol_entpen
1241088,1748,0.8994646,2079.6150279045105,-0.028556626,4,907.24,0.009069319,0.81,0.017560892,0.8216664493083954,0.0
1245184,1751,0.9151736,2084.050708055496,-0.03019482,3,912.68,0.008839382,0.73,0.02315227,0.7625208348035812,0.0
1249280,1756,0.93429476,2088.5165350437164,-0.026954561,5,925.76,0.008229186,0.7,0.019770969,0.808211550116539,0.0
1253376,1759,0.92244583,2093.1178488731384,-0.027863365,3,934.61,0.008784989,0.65,0.024172228,0.7810636609792709,0.0
1257472,1763,0.8941242,2097.680323123932,-0.023936866,4,943.73,0.008476754,0.63,0.022602921,0.7848331481218338,0.0
1261568,1766,0.88362336,2102.1151938438416,-0.02594712,3,954.22,0.007990395,0.59,0.019311257,0.8366055935621262,0.0
1265664,1770,0.8773667,2106.3920500278473,-0.025142644,4,968.66,0.006890079,0.68,0.02600862,0.7861323803663254,0.0
1269760,1774,0.8629651,2110.903352022171,-0.024899535,4,975.23,0.007289022,0.65,0.022433493,0.7730464190244675,0.0
1273856,1778,0.913014,2116.486155986786,-0.02585872,4,991.59,0.0076316004,0.55,0.021791033,0.7933454215526581,0.0
1277952,1782,0.8920319,2121.7700600624084,-0.027113179,4,1003.59,0.0074860686,0.43,0.023961842,0.7637379914522171,0.0
1282048,1786,0.8766773,2126.5864248275757,-0.023639407,4,1008.59,0.009643201,0.42,0.025006,0.736531525850296,0.0
1286144,1789,0.893746,2131.058116912842,-0.026978796,3,1021.46,0.0083000995,0.37,0.02267213,0.7500811368227005,0.0
1290240,1793,0.8726269,2135.431344985962,-0.025192551,4,1033.05,0.009280799,0.35,0.024962012,0.6944507658481598,0.0
1294336,1797,0.8947968,2139.7926211357117,-0.0274877,4,1042.15,0.0085902205,0.31,0.02760926,0.7326989471912384,0.0
1298432,1800,0.8992396,2144.177661895752,-0.025373071,3,1053.07,0.0078658275,0.31,0.02341813,0.7468529045581818,0.0
1302528,1802,0.9093497,2234.632390022278,-0.028147213,2,1069.74,0.008475687,0.3,0.022842554,0.7147343754768372,0.0
1306624,1806,0.88869804,2239.222499847412,-0.029710485,4,1082.85,0.0088971155,0.15,0.01685836,0.7741600275039673,0.0
1310720,1810,0.8998363,2243.789530992508,-0.027048655,4,1082.0,0.008955499,0.22,0.022286417,0.7481181621551514,0.0
1314816,1814,0.86599004,2248.4400420188904,-0.028935667,4,1087.53,0.0077261473,0.34,0.020373097,0.7396281063556671,0.0
1318912,1817,0.8394931,2252.8246669769287,-0.027424553,3,1092.27,0.009660447,0.45,0.022289906,0.6611272990703583,0.0
1323008,1821,0.8965955,2257.1936910152435,-0.026833901,4,1093.84,0.008535868,0.44,0.021399906,0.7191036939620972,0.0
1327104,1825,0.8738322,2261.818859100342,-0.03206444,4,1089.54,0.009635257,0.4,0.022071116,0.7017444372177124,0.0
1331200,1829,0.87987196,2267.1268181800842,-0.024663106,4,1095.2,0.0072564306,0.31,0.022531195,0.7268390357494354,0.0
1335296,1833,0.8680738,2272.3391449451447,-0.028008822,4,1091.11,0.008418452,0.33,0.018385205,0.7554803937673569,0.0
1339392,1837,0.8829417,2278.1434650421143,-0.029387051,4,1096.53,0.01052831,0.41,0.020580588,0.7337714433670044,0.0
1343488,1841,0.86960685,2283.144478082657,-0.02771343,4,1100.6,0.008631919,0.27,0.025458185,0.7090601325035095,0.0
1347584,1845,0.8506005,2287.8804750442505,-0.025092125,4,1101.7,0.00892212,0.32,0.022457665,0.6430268287658691,0.0
1351680,1848,0.87911385,2292.428055047989,-0.025819037,3,1106.83,0.008698875,0.27,0.019134382,0.7256670892238617,0.0
1355776,1852,0.88490444,2297.245693922043,-0.029023243,4,1101.52,0.008376142,0.36,0.018933853,0.7422824501991272,0.0
1359872,1855,0.90641797,2301.7853660583496,-0.028900202,3,1109.82,0.009473306,0.45,0.017785273,0.7958364188671112,0.0
1363968,1859,0.8776366,2306.2965309619904,-0.029513095,4,1110.41,0.008390508,0.43,0.016463086,0.8335241973400116,0.0
1368064,1864,0.8837467,2310.7685129642487,-0.025158413,5,1097.87,0.009017163,0.4,0.016865335,0.8124696612358093,0.0
1372160,1867,0.92110395,2314.9969952106476,-0.026005227,3,1104.34,0.008229714,0.29,0.022174474,0.7358753979206085,0.0
1376256,1870,0.90207404,2319.5444481372833,-0.029851535,3,1112.82,0.008003775,0.33,0.016675593,0.6508058309555054,0.0
1380352,1873,0.8777024,2324.249580144882,-0.028118502,3,1116.03,0.0078075286,0.35,0.021618979,0.6482255160808563,0.0
1384448,1876,0.9019326,2329.0335659980774,-0.030233784,3,1124.68,0.008618612,0.35,0.019897679,0.7055990397930145,0.0
1388544,1880,0.8744018,2333.9725019931793,-0.027058117,4,1123.07,0.0075157057,0.35,0.019833047,0.6295048296451569,0.0
1392640,1883,0.8921365,2338.229744911194,-0.028432222,3,1138.2,0.008617097,0.44,0.019893372,0.6686747968196869,0.0
1396736,1886,0.8450305,2342.349391937256,-0.028772287,3,1140.84,0.00781459,0.4,0.019083245,0.7312431633472443,0.0
1400832,1888,0.88388926,2446.7486469745636,-0.027467635,2,1140.25,0.008842177,0.45,0.019228183,0.632767915725708,0.0
1404928,1892,0.88609326,2451.617993116379,-0.02711631,4,1157.93,0.008058055,0.43,0.02228992,0.6843916475772858,0.0
1409024,1895,0.86896616,2455.8290481567383,-0.028838394,3,1167.08,0.010023319,0.37,0.019489352,0.6386342942714691,0.0
1413120,1898,0.8663399,2460.031105041504,-0.029286087,3,1173.26,0.008289391,0.33,0.02205691,0.7014311254024506,0.0
1417216,1901,0.8930562,2464.334897994995,-0.03161809,3,1171.71,0.008706962,0.23,0.019662416,0.6652952134609222,0.0
1421312,1904,0.8653801,2468.6458270549774,-0.031001057,3,1159.22,0.010258505,0.31,0.019385615,0.6156368255615234,0.0
1425408,1908,0.90409493,2473.1969709396362,-0.0287895,4,1174.73,0.009083308,0.26,0.022214701,0.6299646496772766,0.0
1429504,1911,0.8779704,2479.067132949829,-0.030408718,3,1177.77,0.010084715,0.25,0.0199948,0.677771121263504,0.0
1433600,1914,0.9003344,2484.7831819057465,-0.027947165,3,1180.96,0.008517311,0.2,0.016305942,0.602522999048233,0.0
1437696,1917,0.8409881,2490.053811073303,-0.029773194,3,1190.69,0.008784059,0.14,0.015921395,0.6746709644794464,0.0
1441792,1920,0.8460397,2494.232209920883,-0.028956508,3,1203.34,0.008977176,0.07,0.018721417,0.6011066734790802,0.0
1445888,1923,0.8639088,2498.3890388011932,-0.02887217,3,1207.75,0.0100666545,0.02,0.016591195,0.6934627890586853,0.0
1449984,1926,0.8607256,2502.5656509399414,-0.027789127,3,1216.79,0.008523556,0.0,0.014928156,0.6587578654289246,0.0
1454080,1929,0.8295453,2507.1777391433716,-0.028443646,3,1226.46,0.009947371,0.13,0.019815259,0.7139643728733063,0.0
1458176,1933,0.8862798,2511.5376121997833,-0.02809536,4,1227.6,0.0102581205,0.11,0.019559309,0.661806046962738,0.0
1462272,1936,0.8770262,2516.0728991031647,-0.027615227,3,1237.21,0.008987221,0.14,0.024335943,0.5545071065425873,0.0
1466368,1938,0.9243806,2520.5882110595703,-0.026691016,2,1250.77,0.011072441,0.16,0.018269414,0.662843257188797,0.0
1470464,1940,0.90715283,2525.2705841064453,-0.02980953,2,1264.17,0.009655011,0.16,0.019718267,0.616647481918335,0.0
1474560,1944,0.8781061,2529.8643090724945,-0.026379438,4,1272.4,0.00800068,0.18,0.017146941,0.6311802864074707,0.0
1478656,1947,0.90972847,2534.249715089798,-0.028687902,3,1275.76,0.009481224,0.12,0.02332378,0.664496660232544,0.0
1482752,1950,0.89408094,2538.77468085289,-0.02946325,3,1275.27,0.009878456,-0.05,0.014746744,0.5272007584571838,0.0
1486848,1952,0.8526106,2543.200702905655,-0.030673282,2,1302.8,0.008341758,-0.01,0.014138097,0.5717674791812897,0.0
1490944,1954,0.91664755,2547.7563540935516,-0.028058603,2,1313.29,0.009257567,-0.12,0.015932407,0.5660935640335083,0.0
1495040,1957,0.89576954,2552.278329849243,-0.02944814,3,1336.28,0.0110364305,-0.06,0.013508879,0.6122943460941315,0.0
1499136,1960,0.8911091,2556.674059152603,-0.02878674,3,1344.59,0.011346154,0.05,0.013476394,0.5826376974582672,0.0
1503232,1963,0.8775278,2671.43789601326,-0.029561564,3,1356.14,0.0098148845,0.15,0.017282192,0.5025905966758728,0.0
1507328,1965,0.8569408,2675.681648015976,-0.030695125,2,1366.44,0.010535382,0.16,0.018753033,0.6036929190158844,0.0
1511424,1968,0.8943008,2679.8932390213013,-0.029573759,3,1372.19,0.009095519,0.18,0.015392,0.6280971467494965,0.0
1515520,1971,0.88371885,2684.346447944641,-0.029650781,3,1381.21,0.009044063,0.15,0.017345428,0.6667578816413879,0.0
1519616,1973,0.8598169,2688.481141090393,-0.02486765,2,1393.15,0.008762286,0.22,0.015600427,0.5810341835021973,0.0
1523712,1975,0.88647497,2692.508546113968,-0.031103268,2,1387.15,0.010216311,0.11,0.017173642,0.48685210943222046,0.0
1527808,1978,0.85113597,2696.5092051029205,-0.027336173,3,1405.07,0.0074958787,0.16,0.015711132,0.6563991606235504,0.0
1531904,1980,0.850754,2700.6455550193787,-0.03027296,2,1420.2,0.010004352,0.22,0.015178479,0.6196004450321198,0.0
1536000,1983,0.84164083,2704.6978089809418,-0.029161783,3,1419.41,0.011279505,0.32,0.013702471,0.6344455480575562,0.0
1540096,1986,0.88732487,2709.0153942108154,-0.029464127,3,1437.77,0.008565039,0.21,0.01810341,0.5593650937080383,0.0
1544192,1989,0.8386039,2713.277575969696,-0.033034224,3,1419.88,0.011385361,0.21,0.017377233,0.610304057598114,0.0
1548288,1992,0.8675239,2717.9967110157013,-0.030110875,3,1428.9,0.009752404,0.21,0.016443944,0.6115083694458008,0.0
1552384,1995,0.9025919,2722.7316269874573,-0.03085047,3,1432.58,0.010813287,0.18,0.015038757,0.5913448929786682,0.0
1556480,1997,0.9056658,2727.1100449562073,-0.028300054,2,1438.33,0.008732347,0.28,0.015289989,0.5943055152893066,0.0
1560576,2000,0.8492756,2732.035437822342,-0.026535932,3,1451.52,0.009438758,0.34,0.01608569,0.5878018736839294,0.0
1564672,2002,0.86621547,2736.7338371276855,-0.027734853,2,1468.49,0.009046211,0.33,0.0155959865,0.42766690254211426,0.0
1568768,2004,0.8126181,2741.805387020111,-0.026670061,2,1472.63,0.009440788,0.3,0.011923338,0.6268172264099121,0.0
1572864,2007,0.8237363,2748.086616039276,-0.031399738,3,1484.8,0.010138228,0.44,0.017733762,0.6201359629631042,0.0
1576960,2009,0.8208052,2754.0168998241425,-0.027250659,2,1497.58,0.0093903,0.38,0.011149554,0.6373553276062012,0.0
1581056,2011,0.83411765,2758.6313049793243,-0.029932702,2,1505.25,0.011279673,0.52,0.014353493,0.5263939797878265,0.0
1585152,2014,0.8634901,2763.445592880249,-0.029207429,3,1520.56,0.0108904615,0.61,0.011824672,0.6027071177959442,0.0
1589248,2016,0.89661264,2768.282510995865,-0.02556302,2,1526.22,0.009973796,0.57,0.01211255,0.6126445829868317,0.0
1593344,2017,0.84521806,2774.117551803589,-0.026423728,1,1535.81,0.008500329,0.6,0.012684034,0.5230089724063873,0.0
1597440,2020,0.8717311,2779.178725004196,-0.03227228,3,1554.85,0.011268923,0.67,0.017263204,0.623897522687912,0.0
1601536,2022,0.8638222,2949.773885011673,-0.03050531,2,1565.83,0.010346573,0.64,0.016080568,0.6272969543933868,0.0
1605632,2023,0.8981805,2954.606456041336,-0.028556028,1,1586.06,0.0095336065,0.68,0.015376972,0.5750927031040192,0.0
1609728,2025,0.8131675,2959.767795085907,-0.028714977,2,1616.69,0.009362119,0.71,0.010547225,0.44762617349624634,0.0
1613824,2027,0.818595,2965.4623630046844,-0.028293712,2,1609.82,0.01144969,0.7,0.011174371,0.5522729754447937,0.0
1617920,2028,0.80227435,2971.2083768844604,-0.030186146,1,1629.08,0.011963406,0.7,0.0069038845,0.5005708932876587,0.0
1622016,2030,0.8319519,2976.4867429733276,-0.02950355,2,1667.82,0.009910171,0.66,0.008841151,0.5220241248607635,0.0
1626112,2032,0.77631503,2981.2677319049835,-0.02865893,2,1682.9,0.010115589,0.68,0.010367939,0.610221803188324,0.0
1630208,2034,0.812564,2986.3561029434204,-0.029089423,2,1702.76,0.009732527,0.7,0.012947741,0.5206631720066071,0.0
1634304,2035,0.8680336,2991.4769217967987,-0.029690158,1,1720.85,0.013976779,0.7,0.010866814,0.5317194759845734,0.0
1638400,2037,0.823037,2996.3031010627747,-0.02843744,2,1740.63,0.0105458405,0.64,0.011214444,0.44504255056381226,0.0
1642496,2039,0.8046156,3000.729113817215,-0.026507868,2,1743.44,0.01098336,0.68,0.011973421,0.6396058201789856,0.0
1646592,2042,0.813699,3005.0834681987762,-0.029482989,3,1744.73,0.009517532,0.62,0.015628273,0.5517715513706207,0.0
1650688,2044,0.8332713,3009.394979953766,-0.025738891,2,1765.48,0.007844326,0.57,0.013634321,0.44872504472732544,0.0
1654784,2045,0.82185256,3014.3321030139923,-0.026813172,1,1781.36,0.008899127,0.56,0.012289686,0.47568273544311523,0.0
1658880,2047,0.79595554,3019.9223380088806,-0.027015045,2,1800.58,0.0088707665,0.65,0.010043912,0.48687928915023804,0.0
1662976,2049,0.7736816,3024.64652299881,-0.025932543,2,1826.06,0.009711025,0.8,0.010064799,0.5351468324661255,0.0
1667072,2051,0.854608,3029.241425037384,-0.029585296,2,1823.17,0.009419893,0.78,0.012245654,0.5487713813781738,0.0
1671168,2053,0.8036114,3034.091970205307,-0.030182777,2,1841.72,0.009290405,0.82,0.010897723,0.5733599364757538,0.0
1675264,2055,0.7812627,3039.66441988945,-0.026588177,2,1835.47,0.007708954,0.84,0.010524108,0.5273451805114746,0.0
1679360,2057,0.8149438,3045.1992111206055,-0.026980095,2,1843.02,0.009782003,0.78,0.010403072,0.605709046125412,0.0
1683456,2059,0.83518755,3050.4627480506897,-0.031297784,2,1862.47,0.0102024665,0.72,0.01081509,0.4789954423904419,0.0
1687552,2061,0.8211915,3054.972548007965,-0.028021943,2,1861.51,0.009651997,0.58,0.009806634,0.6513553559780121,0.0
1691648,2063,0.81526214,3059.4379851818085,-0.025889702,2,1879.25,0.009765791,0.63,0.0128077455,0.5920911729335785,0.0
1695744,2065,0.8053377,3064.030930995941,-0.028873568,2,1889.58,0.00982456,0.62,0.009632044,0.5216931104660034,0.0
1699840,2066,0.79743063,3068.874886035919,-0.02622897,1,1902.77,0.008393695,0.63,0.013196211,0.522007405757904,0.0
