Wall time,Step,Value
1658862468.082204,215,-0.18379899859428406
1658862468.0982075,230,-0.4943053126335144
1658862468.2272367,360,-0.15420469641685486
1658862468.358265,475,-1.07084059715271
1658862468.648329,795,-0.738372266292572
1658862468.6893404,840,-0.21335236728191376
1658862468.9764047,1150,-0.12131403386592865
1658862469.005411,1175,-0.758702278137207
1658862469.0964322,1280,-0.5023446679115295
1658862469.1714478,1370,-6.077901363372803
1658862469.2974274,1545,-0.43259820342063904
1658862469.3044286,1555,-0.2504650056362152
1658862469.3315225,1595,-0.30747920274734497
1658862469.6991236,2110,-1.0469772815704346
1658862469.8331532,2305,-0.836163341999054
1658862469.8801074,2375,-0.8376631736755371
1658862470.1000361,2685,-1.1829156875610352
1658862470.1921425,2820,-1.0951292514801025
1658862470.2515903,2900,-1.4629765748977661
1658862470.275954,2935,-1.4529294967651367
1658862470.4415636,3175,-1.8433889150619507
1658862470.4845486,3240,-2.0120255947113037
1658862470.5327291,3310,-2.03928279876709
1658862470.5664668,3360,-1.4930561780929565
1658862470.7107577,3575,-2.6507649421691895
1658862470.7403848,3615,-2.8520357608795166
1658862470.9278057,3860,-3.3331425189971924
1658862470.9768147,3930,-3.5627334117889404
1658862471.0378284,4015,-3.8816940784454346
1658862471.058835,4045,-3.596446990966797
1658862471.1577945,4185,-3.233060121536255
1658862471.5412285,4730,-7.405541896820068
1658862471.6279235,4860,-7.285666465759277
1658862471.7430906,5030,-6.567152500152588
1658862471.773986,5075,-8.075578689575195
1658862471.9450114,5320,-7.773514747619629
1658862471.9550145,5335,-8.792351722717285
1658862472.0889046,5525,-9.422883987426758
1658862472.3509893,5905,-9.327417373657227
1658862472.6386206,6310,-9.121753692626953
1658862472.8216698,6585,-9.181511878967285
1658862472.830671,6600,-9.31989574432373
1658862472.8810966,6670,-9.6084566116333
1658862472.8940995,6690,-3.331986904144287
1658862473.066432,6930,-7.617258548736572
1658862473.0914388,6965,-7.277142524719238
1658862473.2189066,7135,-7.958349704742432
1658862473.253914,7185,-7.870572566986084
1658862473.3673258,7335,-6.615340232849121
1658862473.5830736,7620,-7.205790042877197
1658862473.6883228,7765,-2.0324130058288574
1658862473.751351,7845,-4.452110290527344
1658862473.8115172,7925,-6.571333408355713
1658862474.0356858,8205,-5.413841724395752
1658862474.2238858,8460,0.6574317216873169
1658862474.2946973,8550,0.7613841891288757
1658862474.3324847,8595,0.7821890115737915
1658862474.3866267,8665,0.7531061172485352
1658862474.3956287,8675,0.7004296779632568
1658862474.4086516,8690,0.7442125082015991
1658862474.5800474,8910,-2.7106592655181885
1658862474.8317056,9225,0.7612685561180115
1658862474.8677144,9270,0.6963617205619812
1658862474.9179473,9335,0.751447319984436
1658862474.93104,9350,0.7472800612449646
1658862474.963034,9390,0.7399076223373413
1658862475.1281066,9590,0.7821890115737915
1658862475.1976864,9675,0.7610560059547424
1658862475.2484174,9740,0.7994188070297241
1658862475.4508405,10010,0.7608718872070312
1658862475.5886734,10185,0.7397092580795288
1658862475.750758,10390,0.6743636727333069
1658862475.8307743,10485,0.7371676564216614
1658862476.1976638,10940,0.7609533071517944
1658862476.244269,11000,0.6864639520645142
1658862476.295163,11060,0.6749760508537292
1658862476.3740919,11160,0.7181369066238403
1658862476.3980935,11190,0.7181491851806641
1658862476.478219,11290,0.7610559463500977
1658862476.4962363,11315,0.739709198474884
1658862476.6769857,11540,0.6743672490119934
1658862476.7239892,11600,-3.2736411094665527
1658862476.8653753,11775,0.7821890115737915
1658862477.002877,11950,0.7611006498336792
1658862477.0068822,11955,0.7821890115737915
1658862477.1953673,12185,0.7580642104148865
