Wall time,Step,Value
1658648643.1894913,19948,0.07787864655256271
1658648657.8905659,27972,0.06247982382774353
1658648738.778864,74468,0.06846830248832703
1658648799.6535306,108912,0.07323017716407776
1658648890.4320464,153816,0.07522736489772797
1658648904.762264,161060,0.07299438118934631
1658648972.8475504,195656,0.06314145028591156
1658649069.5702655,244988,0.06352405995130539
1658649345.1420047,268088,0.07291537523269653
1658649517.4196873,357464,0.06324468553066254
1658649521.4415867,359576,0.07087024301290512
1658649631.6043208,417776,0.0746353268623352
1658649676.6004224,441352,0.08126058429479599
1658649704.023578,455296,0.0676165297627449
1658649736.6459029,472076,0.07481805980205536
1658649757.7556405,482764,0.08357464522123337
1658649781.1799083,494772,0.07190711796283722
1658650135.7558396,547560,0.07820648699998856
1658650199.0600512,581572,0.07699096947908401
1658650226.8812985,596788,0.07389845699071884
1658650256.5039482,613036,0.06579691171646118
1658650307.8244712,640496,0.07898029685020447
1658650345.5409384,661160,0.07097753882408142
1658650377.395089,678940,0.08372312784194946
1658650409.4212806,696680,0.06933976709842682
1658650418.868402,701892,0.08847112953662872
1658650419.713592,702376,0.08416581153869629
1658650422.9983282,704228,0.07077385485172272
1658650459.8185956,724808,0.083695188164711
1658650492.8290076,743088,0.061781853437423706
1658650818.2567737,796908,0.07629573345184326
1658650915.8776896,849956,0.07098571956157684
1658650960.354674,873816,0.07405762374401093
1658650987.0956788,888060,0.06741374731063843
1658651038.2791696,915384,0.07471469044685364
1658651060.1300766,927164,0.06887535750865936
1658651134.7788346,967356,0.07382478564977646
1658651151.4185712,976520,0.06267264485359192
1658651156.5827308,979368,0.0756329819560051
1658651183.65681,994204,0.0777607187628746
1658651429.8610864,1005844,0.06811471283435822
1658651444.178299,1013480,0.077449731528759
1658651463.3546042,1023760,0.0809769257903099
1658651489.2524202,1037784,0.0757153183221817
1658651529.522459,1060052,0.07191967964172363
1658651530.154602,1060396,0.07918476313352585
1658651590.3341136,1093448,0.08548824489116669
1658651591.723425,1094212,0.08512943983078003
1658651650.239562,1126196,0.06447790563106537
1658651772.2459538,1191636,0.06369269639253616
1658651773.4932349,1192296,0.07190732657909393
1658651802.4207296,1207944,0.06857553124427795
1658651873.421671,1246040,0.07517866790294647
1658652192.0141957,1289768,0.06804151087999344
1658652289.0609858,1343032,0.06709959357976913
1658652479.6857836,1449164,0.07106219232082367
1658652513.3013282,1467340,0.08131565898656845
1658652542.7059307,1483268,0.07745571434497833
1658652961.7440102,1592428,0.07277290523052216
1658652976.0432208,1600044,0.0698729157447815
1658652995.988699,1610796,0.06663794070482254
1658653036.8328688,1633392,0.07868576794862747
1658653082.2190602,1658308,0.06647144258022308
1658653111.5116358,1674424,0.0706925317645073
1658653133.9036636,1686752,0.0763828456401825
1658653158.0898354,1700028,0.08045165985822678
1658653181.3420553,1712476,0.060872238129377365
1658653192.13648,1718228,0.06719017028808594
1658653214.9991455,1730528,0.06840547919273376
1658653229.2693408,1738292,0.0681987851858139
1658653511.4646957,1780548,0.06598897278308868
1658653514.345344,1782220,0.061939533799886703
1658653557.0319347,1805992,0.058191392570734024
1658653606.2789853,1832704,0.05510769039392471
1658653626.7075794,1843800,0.049133215099573135
1658653640.810751,1851468,0.05229095369577408
1658653662.7906742,1863336,0.046727124601602554
1658653728.0453227,1898644,0.06567491590976715
1658653731.6631424,1900596,0.05594887584447861
1658653752.472806,1911928,0.05027369409799576
1658653762.985167,1917592,0.060267671942710876
1658653764.689551,1918532,0.07036832720041275
1658653778.5616634,1926160,0.06461650133132935
1658653779.4528637,1926652,0.053940847516059875
1658653819.330816,1949880,0.05279357731342316
1658653830.0182152,1956108,0.05161919444799423
1658654113.2328017,2006476,0.0533958300948143
1658654190.0410442,2049076,0.051912806928157806
1658654204.1092043,2057236,0.05200370028614998
1658654253.7253425,2086032,0.04583512991666794
1658654333.328215,2132128,0.06433437764644623
1658654342.4842706,2137300,0.06066995486617088
1658654401.0354164,2169744,0.0581887811422348
1658654413.3481839,2176592,0.049725424498319626
1658654469.6338165,2207856,0.05367974191904068
1658654471.5672507,2208916,0.05472002923488617
1658654524.0070388,2237732,0.05090805143117905
1658654524.7581947,2238136,0.05754909664392471
1658654792.6923468,2268224,0.06652393192052841
