Wall time,Step,Value
1655869194.2274408,752,0.03193987160921097
1655869194.356286,784,0.05707608163356781
1655869194.856689,864,0.02059074118733406
1655869194.9852219,896,0.021668579429388046
1655869195.090909,736,0.04460470378398895
1655869197.438615,4208,0.05100847780704498
1655869198.237569,5280,0.013482466340065002
1655869201.108047,9040,0.07360829412937164
1655869201.208193,8912,0.04138081148266792
1655869201.3051379,8768,0.012342710047960281
1655869201.887819,8784,0.04670869931578636
1655869202.141234,9104,0.030058763921260834
1655869205.1373801,12720,0.01186083722859621
1655869205.3038971,13072,0.013695046305656433
1655869205.523558,13664,0.022234126925468445
1655869211.176849,21216,0.03136584162712097
1655869211.289132,21200,0.023625103756785393
1655869215.648606,25488,0.05987367779016495
1655869215.813329,25856,0.023616347461938858
1655869217.804464,28864,0.030393077060580254
1655869218.70561,29808,0.0456012487411499
1655869220.867319,32992,0.03872869163751602
1655869221.341931,33488,0.052596449851989746
1655869222.1445959,33776,0.028133219107985497
1655869224.640993,37296,0.022799881175160408
1655869224.8279629,37664,0.023460442200303078
1655869225.3786,38144,0.023464657366275787
1655869228.406296,41904,0.04143834114074707
1655869228.430698,42096,0.031730953603982925
1655869228.753382,41504,0.012718132697045803
1655869229.013916,42336,0.013879356905817986
1655869231.706856,45936,0.02015356905758381
1655869232.38527,46064,0.03531188890337944
1655869235.291508,50080,0.034630630165338516
1655869235.3593879,49680,0.035205692052841187
1655869235.8089018,49568,0.037534479051828384
1655869236.032834,50432,0.05559035763144493
1655869236.114063,50128,0.03808145225048065
1655869238.57139,54176,0.047519564628601074
1655869239.4095821,54496,0.024448633193969727
1655869239.54088,54448,0.028389625251293182
1655869242.3412511,58304,0.03523890674114227
1655869242.748443,58752,0.034349631518125534
1655869242.916939,58208,0.035692304372787476
1655869248.8153632,66160,0.008289002813398838
1655869249.040153,66480,0.014654572121798992
1655869252.373234,70032,0.08141454309225082
1655869252.497235,70048,0.06031123548746109
1655869252.606712,69952,0.027540188282728195
1655869255.690975,73920,0.06342900544404984
1655869255.7723362,74464,0.0715256780385971
1655869256.594976,74192,0.023230619728565216
1655869259.117928,77888,0.034315865486860275
1655869259.3864992,77984,0.02128400281071663
1655869262.800817,82192,0.04659277945756912
1655869263.275991,82784,0.017578288912773132
1655869270.757837,90656,0.03717475384473801
1655869271.576035,90880,0.02662709914147854
1655869274.399791,95152,0.036608077585697174
1655869274.6946611,94736,0.020323876291513443
1655869316.1067362,99152,0.03205560892820358
1655869316.742903,99008,0.016563236713409424
1655869321.00909,103296,0.019188180565834045
1655869326.3125231,107088,0.010524893179535866
1655869326.834083,107088,0.042329467833042145
1655869331.074789,111184,0.03187092766165733
1655869331.5540092,110960,0.04014411196112633
1655869346.664851,123376,0.022505007684230804
1655869346.8791611,124160,0.03870440274477005
1655869347.0666099,123696,0.03272339701652527
1655869351.272219,127648,0.03157854080200195
1655869351.632307,127680,0.012604993768036366
1655869351.785812,127984,0.04328698292374611
1655869355.481129,132016,0.04215964302420616
1655869355.562334,131680,0.0482376366853714
1655869355.970494,132016,0.04845549911260605
1655869355.9766002,132064,0.019414981827139854
1655869356.1271548,132272,0.013727790676057339
1655869356.5816169,132032,0.009988470003008842
1655869360.098598,135552,0.05885796993970871
1655869360.44819,135472,0.017960762605071068
1655869364.9764102,139712,0.027269788086414337
1655869365.8379369,140304,0.05250915139913559
1655869366.014816,140704,0.018070105463266373
1655869366.087889,140192,0.02482363022863865
1655869375.871217,148512,0.014774083159863949
1655869376.0670102,147792,0.046430449932813644
1655869376.207287,147888,0.014922830276191235
1655869376.7248251,148896,0.014143201522529125
1655869380.633848,151888,0.03935790807008743
1655869381.572486,152304,0.03665200620889664
1655869381.866515,152544,0.03305257111787796
1655869381.870892,152576,0.008902321569621563
1655869385.3502731,155680,0.03756329417228699
1655869385.937407,156624,0.007557566277682781
1655869386.149198,156400,0.028787652030587196
1655869386.559316,156832,0.018703695386648178
1655869390.7738612,160592,0.05121320113539696
1655869391.046724,160880,0.01892823912203312
1655869395.798669,164352,0.04506521672010422
1655869395.883286,164912,0.017931867390871048
1655869401.587345,169168,0.016463864594697952
1655869401.5894551,169184,0.046292372047901154
1655869410.3826098,176496,0.012774677947163582
1655869415.8862998,181552,0.03083282709121704
1655869420.375571,185120,0.02614126354455948
1655869420.432498,184576,0.009753571823239326
1655869420.57268,184672,0.009263817220926285
1655869420.880224,184976,0.04568660259246826
1655869421.025302,185008,0.016142908483743668
1655869425.756431,188880,0.04578603431582451
1655869426.112177,189776,0.032676804810762405
1655869426.165478,189232,0.02001327835023403
1655869429.825602,193056,0.051405664533376694
1655869430.448233,192992,0.026903970167040825
1655869430.750823,193344,0.025621363893151283
1655869430.941542,193888,0.05481812730431557
1655869486.7204711,196608,0.06348226964473724
1655869491.0751529,201440,0.06981454789638519
1655869491.1445482,201072,0.01612308993935585
1655869491.9931278,201344,0.02828851342201233
1655869492.102043,201280,0.02803388610482216
1655869496.2835772,206000,0.04579143971204758
1655869499.949397,209168,0.07008696347475052
1655869500.155496,209888,0.01584349200129509
1655869500.4138591,210080,0.06011323258280754
1655869500.431617,209248,0.03101186826825142
1655869500.6905081,209440,0.017424844205379486
1655869500.979109,209872,0.01074930652976036
1655869504.6048498,213552,0.02211523801088333
1655869504.663127,214000,0.04234558343887329
1655869505.365678,213584,0.03417041897773743
1655869505.390462,213776,0.06918531656265259
1655869505.464705,214352,0.014047376811504364
1655869505.565634,214256,0.0451350100338459
1655869505.6407318,213888,0.012376951985061169
1655869505.71352,214480,0.014123431406915188
1655869509.7997599,217984,0.05127086862921715
1655869510.527931,218400,0.025490980595350266
1655869510.896037,218128,0.03183799982070923
1655869514.8485131,221808,0.03417549654841423
1655869521.2457988,225824,0.04033059626817703
1655869521.558923,225968,0.02308916300535202
1655869526.460501,230224,0.0209035687148571
1655869526.6343942,229648,0.01500529982149601
1655869531.561525,233936,0.02273983508348465
1655869531.619616,234416,0.0190986730158329
1655869532.010922,234592,0.031580403447151184
1655869536.046626,237920,0.059898942708969116
1655869536.658879,238672,0.022718071937561035
1655869540.5200121,241728,0.024431368336081505
1655869540.739518,242560,0.015065458603203297
1655869545.520117,246640,0.019001716747879982
1655869546.09087,246080,0.019027482718229294
1655869546.35775,247040,0.015383642166852951
1655869550.851895,250112,0.009903375059366226
1655869555.0516758,254304,0.049492016434669495
1655869555.4719481,254736,0.01185297966003418
1655869556.595584,255168,0.02247731201350689
1655869560.3415198,259008,0.05705948919057846
1655869560.7618308,258688,0.011249509640038013
1655869560.901183,258896,0.009970217943191528
1655869564.787285,262464,0.03142433613538742
1655869565.4277272,263280,0.029902812093496323
1655869566.0864298,262768,0.01982841081917286
1655869570.800639,267104,0.027050497010350227
1655869574.943328,270816,0.02286427654325962
1655869574.9813051,271104,0.05762995406985283
1655869580.7169652,276000,0.031137337908148766
1655869584.232075,279472,0.013878080062568188
1655869584.404117,279664,0.047815218567848206
1655869584.616944,279248,0.019877851009368896
1655869584.9876711,279376,0.031466949731111526
1655869585.1455932,279696,0.04969249665737152
1655869588.764111,283264,0.03437577188014984
1655869588.7774458,283376,0.01978791132569313
1655869588.867288,283120,0.03094915673136711
1655869588.972172,283008,0.011274479329586029
1655869593.489283,286976,0.008522039279341698
1655869593.7810829,287424,0.03691988065838814
1655869594.688811,288192,0.01204776018857956
1655869598.9209669,290928,0.028763391077518463
1655869599.266598,291424,0.024425432085990906
1655869604.519516,296096,0.036576539278030396
1655869604.713276,295440,0.018906772136688232
1655869669.838188,299664,0.022106587886810303
1655869673.766403,303712,0.01104154996573925
1655869673.974122,303488,0.02546386793255806
1655869674.4220521,304224,0.02729063853621483
1655869678.416084,308176,0.03132302314043045
1655869684.1411169,312768,0.0084967240691185
1655869688.2355998,315568,0.05835137516260147
1655869688.512576,315664,0.027017366141080856
1655869693.638954,319904,0.03519508242607117
1655869693.754037,319744,0.017899440601468086
1655869694.083189,320048,0.018448341637849808
1655869699.38553,323888,0.020775876939296722
1655869699.731606,324528,0.024324091151356697
1655869700.075229,325088,0.03511716425418854
1655869703.6961641,328112,0.03591964393854141
1655869704.8217971,328608,0.05049192160367966
1655869709.363798,332288,0.027449047192931175
1655869713.526654,336224,0.021441642194986343
1655869713.9771678,336928,0.013121258467435837
1655869714.045672,336496,0.010121794417500496
1655869714.3554418,337024,0.022323694080114365
1655869714.3854349,337264,0.017731528729200363
1655869718.529375,340736,0.01224563643336296
1655869719.0577521,340704,0.05166243389248848
1655869719.080499,340880,0.03968210890889168
1655869722.760471,344736,0.057465020567178726
1655869722.8497689,344480,0.03697417303919792
1655869723.2919,345072,0.018343478441238403
1655869728.0309298,348912,0.01388000138103962
1655869728.2904902,349072,0.009063336998224258
1655869732.2657962,352560,0.032875340431928635
1655869732.742604,353584,0.014893582090735435
1655869736.721164,356768,0.015981584787368774
1655869741.69621,360720,0.03392641246318817
1655869742.110834,360784,0.026393212378025055
1655869742.3031292,361216,0.010293461382389069
1655869742.69381,361200,0.021259967237710953
1655869742.76995,361728,0.0346527025103569
1655869747.0902479,365264,0.04304907098412514
1655869747.4442198,365248,0.010289927944540977
1655869756.3918562,373056,0.017794795334339142
1655869756.999766,373680,0.05083899572491646
1655869757.059896,374112,0.029485758394002914
1655869757.098072,373424,0.017817961052060127
1655869761.766898,377216,0.016980528831481934
1655869761.893574,377968,0.014464839361608028
1655869762.158499,377984,0.06631779670715332
1655869766.047211,381888,0.036485131829977036
1655869770.5122921,385328,0.03139591962099075
1655869770.524767,385424,0.036098454147577286
1655869770.567318,385776,0.013768532313406467
1655869770.748311,385296,0.02638450264930725
1655869771.1236968,386224,0.009437326341867447
1655869776.0825222,389840,0.01905755326151848
1655869776.230078,390016,0.024846263229846954
1655869841.57073,398256,0.018112700432538986
1655869842.405094,398064,0.03022025339305401
1655869851.212379,406032,0.03748638555407524
1655869851.5592709,406640,0.01896793767809868
1655869851.964383,406864,0.06646773219108582
1655869857.4412339,410256,0.0343528687953949
1655869862.4196339,414800,0.024493684992194176
1655869866.8518379,417984,0.02306375838816166
1655869867.5109708,418128,0.016249744221568108
1655869867.5999942,418800,0.06219063326716423
1655869872.084518,422032,0.040002062916755676
1655869877.2841222,426736,0.04282781481742859
1655869877.698281,426880,0.013919001445174217
1655869877.8013902,426640,0.04343133047223091
1655869882.483291,431040,0.03202397748827934
1655869887.837121,435472,0.0129407849162817
1655869888.040826,435104,0.020759565755724907
1655869891.5375192,439072,0.022021949291229248
1655869895.687829,443184,0.02907014638185501
1655869895.71508,442448,0.011363239958882332
1655869896.2334201,442928,0.037323907017707825
1655869896.7603571,443312,0.020375538617372513
1655869899.96121,447072,0.016403423622250557
1655869900.186753,447024,0.015733610838651657
1655869904.106003,451552,0.03222157061100006
1655869904.341162,451520,0.024600328877568245
1655869904.487147,450816,0.02891525998711586
1655869905.15294,451456,0.02498931810259819
1655869908.844995,455104,0.02885030396282673
1655869909.078378,455200,0.015981344506144524
1655869912.867476,459488,0.007723463699221611
1655869912.968459,459344,0.014316566288471222
1655869913.011369,459696,0.02892185002565384
1655869913.076618,459264,0.008985650725662708
1655869913.124554,459664,0.01008496806025505
1655869913.615284,459984,0.051040202379226685
1655869913.619217,460016,0.04278252273797989
1655869917.46928,463184,0.06752099096775055
1655869917.475439,463232,0.03806152939796448
1655869918.103054,463536,0.056831568479537964
1655869921.7714078,467728,0.028599243611097336
1655869922.10444,467568,0.03711162507534027
1655869926.5253918,471264,0.01312817633152008
1655869926.787055,471424,0.03966861218214035
1655869927.336116,471792,0.008505157195031643
1655869936.3950331,480304,0.02098247781395912
1655869944.0429618,488352,0.026539582759141922
1655869944.529931,487776,0.022980473935604095
1655869944.8085818,488160,0.03444637730717659
1655869944.8995461,487952,0.011320452205836773
1655869945.1353521,488864,0.014582062140107155
1655869948.841411,492256,0.015537701547145844
1655869948.858712,492368,0.05060701072216034
1655869949.423598,492128,0.01472206600010395
1655869954.0119832,496272,0.014220714569091797
1655870010.446935,500592,0.038380078971385956
1655870010.599922,499840,0.017753299325704575
1655870015.37709,504688,0.01450309343636036
1655870015.524579,504816,0.0380450002849102
1655870015.6828978,504128,0.010702123865485191
1655870015.7120798,504352,0.010094758123159409
1655870015.7926831,504976,0.028311897069215775
1655870015.8623161,504528,0.014300579205155373
1655870020.344233,508816,0.016881048679351807
1655870024.303952,512496,0.025851208716630936
1655870024.438632,512640,0.01067052036523819
1655870024.562594,512720,0.026767943054437637
1655870024.9983501,512480,0.00853387825191021
1655870025.031164,512736,0.01557149551808834
1655870025.340628,513120,0.02633933164179325
1655870025.389396,512576,0.014982958324253559
1655870025.462858,513168,0.008029675111174583
1655870029.4954329,516992,0.023819223046302795
1655870029.5319989,517296,0.02327384240925312
1655870033.476202,520848,0.029455959796905518
1655870033.7185721,520736,0.01827855035662651
1655870043.658844,529280,0.013517692685127258
1655870043.726984,528864,0.010891021229326725
1655870043.884405,529168,0.04824662208557129
1655870047.8988218,532592,0.035096026957035065
1655870048.839303,533792,0.020177695900201797
1655870053.159782,538000,0.040862057358026505
1655870056.781926,541648,0.019054889678955078
1655870057.748089,541776,0.008471744135022163
1655870060.9886389,545552,0.026019657030701637
1655870061.647637,545216,0.014373652637004852
1655870061.707944,545712,0.021917976438999176
1655870061.9918861,546144,0.016156505793333054
1655870065.7248719,550048,0.02026623860001564
1655870070.636862,554240,0.03736124932765961
1655870070.807575,553680,0.03461666405200958
1655870071.091883,554048,0.013561581261456013
1655870074.99629,557904,0.011925267055630684
1655870075.524961,558432,0.010763091035187244
